,STARVED@8H_mu=-0.005_H,PERSIST@8H_mu=0.02_H,FUM_BATCH_mu=0.55_H,GLC_BATCH_mu=0.6_H,GLC_CHEM_mu=0.21_P,GLC_CHEM_mu=0.22_P,GLC+AA_CHEM_mu=0.22_replicate1_P,GLC+AA_CHEM_mu=0.22_replicate2_P,GLC+AA_CHEM_mu=0.25_P,GLC_CHEM_mu=0.26_P,GLC_CHEM_mu=0.31_P,GLC+AA_CHEM_mu=0.35_P,GLC_CHEM_mu=0.36_P,GLC_CHEM_mu=0.41_P,GLC+AA_CHEM_mu=0.42_P,GLC+AA_CHEM_mu=0.45_P,GLC_CHEM_mu=0.46_P,GLC_CHEM_mu=0.51_replicate1_P,GLC_CHEM_mu=0.51_replicate2_P,GLC+AA_CHEM_mu=0.53_P,GLC+AA_CHEM_mu=0.55_P,GLC+AA_CHEM_mu=0.63_P,GLC+AA_CHEM_mu=0.65_P,GLC+AA_CHEM_mu=0.73_P,GLC+AA_CHEM_mu=0.74_P,GLC+AA_CHEM_mu=0.78_P,GLC+AA_CHEM_mu=0.82_P,GLC_STATIONARY1d_mu=-0.01_S,GLC_STATIONARY3d_mu=-0.01_S,GLC_CHEM_mu=0.12_S,GLC_CHEM_mu=0.20_S,GAL_BATCH_mu=0.26_S,ACE_BATCH_mu=0.3_S,GLC_CHEM_mu=0.35_S,PYR_BATCH_mu=0.40_S,FUM_BATCH_mu=0.42_S,SUCC_BATCH_mu=0.44_S,GAM_BATCH_mu=0.46_S,GLYC_BATCH_mu=0.47_S,MAN_BATCH_mu=0.47_S,GLC_CHEM_mu=0.50_S,GLC+SALTS_BATCH_mu=0.55_S,XYL_BATCH_mu=0.55_S,GLC_BATCH_mu=0.58_S,GLC@pH6_BATCH_mu=0.63_S,FRU_BATCH_mu=0.65_S,GLC@42deg_BATCH_mu=0.66_S,GLC_BATCH_mu=0.67_S,GLC_BATCH_mu=1.03_S,GLYC+AA_BATCH_mu=1.27_S,LB_BATCH_mu=1.78_S,LB_BATCH_mu=1.9_S,LB_BATCH_mu=2.3_S,GLC_CHEM_mu=0.11_V,GLC_CHEM_mu=0.21_V,GLC_CHEM_mu=0.31_V,GLC_CHEM_mu=0.40_V,GLC_CHEM_mu=0.49_V
b3813,3.454355040786944e-07,2.8475500750770304e-07,3.2511851004016925e-07,1.5250827118593473e-07,,,9.033162918317541e-08,,,,7.580361028028951e-08,,,,8.387517365182001e-08,,,8.080324008854833e-08,,,,1.1345809107569363e-07,,,,,,8.274389964461535e-08,,1.1189436908071774e-07,1.0463040258543444e-07,6.933142759554392e-08,7.070964153855122e-08,8.197862602570533e-08,5.9437229500703716e-08,5.8441777822058684e-08,5.812081259896554e-08,9.015232125057944e-08,6.82170431401998e-08,,9.869328993315117e-08,5.7010573795837415e-08,6.786801303186847e-08,5.430593035599295e-08,,6.048523219730272e-08,,,,7.424404970925632e-08,5.793269249535613e-08,1.3928727616908423e-07,6.789651426488998e-08,1.8371598789965223e-07,1.9931498988510617e-07,1.7264572842610433e-07,1.3817696597437555e-07,1.3983750489540773e-07
b3816,2.6621209493027503e-06,4.885627459766125e-06,1.7757177886772805e-06,1.0425028023282127e-06,6.897525960797182e-07,8.643861050571045e-07,1.2040180671169386e-06,1.2530180169483845e-06,,8.386329079263029e-07,6.776760724805747e-07,9.687583455853819e-07,6.140017638190074e-07,5.697342656421657e-07,8.332899176525901e-07,,5.229815385680168e-07,5.54959525428809e-07,5.623278682786912e-07,8.013660136890267e-07,,6.482002141794599e-07,,5.401469343282127e-07,,6.099694923857164e-07,6.858016743978491e-07,6.910420778757632e-07,6.122922775298429e-07,1.7394608665613113e-06,1.5235880056481097e-06,8.007153741387498e-07,4.262268677147446e-07,9.483941610349757e-07,7.022771332573835e-07,4.5319122354488633e-07,4.1884041965194114e-07,7.957949363054451e-07,6.325944243587848e-07,6.177464007191605e-07,9.387834436287198e-07,2.6425780678791835e-07,3.3071904197857346e-07,4.895152508565656e-07,2.9022078008607897e-07,5.030576141603661e-07,6.00860453182931e-07,2.1838602779635462e-07,2.978650324450397e-07,4.6232062736135545e-07,3.3271447154057816e-07,5.662511616285229e-07,5.288957265369902e-07,2.1315784616316542e-06,1.6026716556022801e-06,9.434377039525007e-07,6.529440314943543e-07,6.873121552235964e-07
b3820,5.539283754082017e-07,5.606751868182574e-07,6.983157691778926e-07,3.318934133729867e-07,1.5468431389596002e-06,1.609690695258572e-06,1.4179660850148999e-06,,,7.407083994859143e-07,1.5382782301871534e-06,,9.549812802065776e-07,1.5186051575166343e-06,1.590098996032849e-06,,1.4230908914988578e-06,1.2094902588478798e-06,1.2822279910179639e-06,1.399737109094669e-06,,1.3351412130945825e-06,,1.3455184389078042e-06,1.1850155983772705e-06,1.1913498321699877e-06,,4.2400351767719647e-07,3.4808418140121733e-07,2.1401618853048048e-07,2.2041331744644927e-07,2.2413746247964998e-07,2.386669181757597e-07,2.191617846155237e-07,2.704162473220299e-07,2.5124021231842313e-07,2.260665566559092e-07,2.947715863983581e-07,1.7463105595152572e-07,2.175549959212742e-07,2.4347836652196665e-07,4.6755524045659277e-07,2.80543965641965e-07,1.8891022168208723e-07,4.702885284263675e-07,1.748597803208139e-07,5.805131946935697e-07,1.828773318789289e-07,2.503885729668038e-07,2.2277156377104047e-07,1.3424444246613841e-07,2.7110288960808785e-07,3.280222213898867e-07,9.670374843756553e-07,1.0988742108333623e-06,1.0729597397930114e-06,8.757581630801281e-07,1.0398496000948547e-06
b3821,2.0985827368938035e-07,4.949313837971195e-07,3.3279377989111953e-07,1.4885578408180255e-07,,,,,,,2.4847507465037883e-07,,,,,,,,,,,2.9678003322726e-07,,,,,,5.478520455375141e-08,5.4061863735877545e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3826,1.0035990076041178e-06,1.6865508648855972e-06,1.180494141815828e-06,6.975715222970008e-07,1.0180033028654535e-06,5.805915569720327e-07,,,,,8.124176952951623e-07,,5.989907976096573e-07,6.782075429715101e-07,5.11956014157418e-07,,6.24622211207475e-07,,,6.391337345642906e-07,,,,6.84372534294721e-07,,,,3.823956958490604e-07,7.262656307461429e-07,1.041001648628585e-06,1.0545051140569947e-06,1.0257180564044852e-06,1.098734191741207e-06,1.0098466809534774e-06,1.1464964543141158e-06,1.0879877953253022e-06,1.2251399208780599e-06,1.3731423860527115e-06,1.1757004392335694e-06,1.4235042329932053e-06,1.2092172746680616e-06,9.535248421424009e-07,1.0164510971166738e-06,1.5136205606694182e-06,1.1277547763721252e-06,1.1705031415719735e-06,9.169943730483433e-07,5.231033063659687e-07,4.028676091413656e-07,9.897411071929583e-07,5.239637317557406e-07,1.3808031526653274e-06,4.839199121412268e-07,,,,,
b3828,,,1.0389846763113089e-07,7.238687077817796e-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.1112633672489741e-07,8.71395861532335e-08,1.0614880638766034e-07,1.8209045375165898e-07,8.334144205938072e-08,9.357388416822605e-08,1.5002697743947473e-07,9.35003944964566e-08,5.955738138006962e-08,5.3597743869863604e-08,9.276679211046449e-08,7.759282915896727e-08,,9.102574057184165e-08,8.005030778087316e-08,5.8150633846468024e-08,7.197708631910617e-08,,,5.104430119351645e-08,7.342948041497672e-08,,,,,,,,
b3829,3.923575878178519e-05,2.890570774643893e-05,5.4332510210567575e-05,4.834637270253494e-05,7.046126682617288e-05,6.759326845758525e-05,3.319332155715209e-05,3.632451398396804e-05,4.117366045311574e-05,8.719386086666988e-05,0.00011289273980231262,5.695366503455168e-05,0.00013566066432433218,0.00016500431920492636,7.051877410433874e-05,7.811084665452589e-05,0.0001844244491344806,0.00018730522926588405,0.00019306412622194222,8.805958749975297e-05,9.191236061057882e-05,9.604993965061432e-05,9.923260138645348e-05,0.00010366520386975783,0.00010318837471045067,0.00010117187285046547,9.493887389725367e-05,1.0636317882025162e-05,1.1205178260881796e-05,1.1238379107849563e-05,2.0067724143876766e-05,2.6547584234348114e-05,3.8097007177209407e-05,2.7817675080979326e-05,3.7524637132295946e-05,3.906474272428833e-05,3.7418530216525e-05,4.605233702754861e-05,5.490915410154149e-05,5.078336674722897e-05,5.0895471164431e-05,5.4303392160942525e-05,5.913915491888662e-05,9.139730602317489e-05,4.4211861652864626e-05,6.604014968289e-05,5.4645205283929595e-05,6.363616214590003e-05,9.104019061355029e-05,2.220962595496539e-06,8.914140271333699e-07,2.0070856641408716e-06,8.913567034200663e-07,3.16307001582398e-05,5.462327684927014e-05,9.436928231140047e-05,0.00014479295559065772,0.00011859327441077929
b3830,4.85218613865638e-06,5.038912668307327e-06,4.818702483283027e-06,1.6410080612622035e-06,,2.766014820610176e-06,2.4856731842269323e-06,2.4813392032017513e-06,2.211308246073041e-06,2.4033106721820952e-06,2.4347626695350372e-06,2.170325586916298e-06,2.02663522559955e-06,2.260890799199834e-06,1.8689874619885135e-06,1.5644064272869393e-06,1.763377366249476e-06,,1.2763321973706836e-06,1.3524940740220466e-06,,9.007389860346702e-07,,8.915264165905608e-07,,6.599679082446687e-07,3.4751383060011696e-07,1.8022193725331366e-06,1.853450772199073e-06,2.3135518105998248e-06,2.7536544680432546e-06,2.637030525396752e-06,3.1510859129942857e-06,2.457178275117279e-06,1.8971808130876499e-06,2.364376033731207e-06,2.314261537371829e-06,2.0419289498762473e-06,2.1269079100107895e-06,2.928834609099257e-06,2.5772678936921477e-06,2.6472673273498943e-06,1.2627634686224473e-06,1.2075406432469787e-06,1.936179108048083e-06,1.6361442306996632e-06,1.3065135090089956e-06,2.531567064155438e-07,1.550092187455575e-07,9.939059211653227e-07,,5.65324534696535e-07,,3.4555814946679867e-06,3.440586325017454e-06,3.53126181397806e-06,3.105761295303872e-06,2.2567730324052326e-06
b3831,3.4802387728343485e-07,8.413957840863347e-07,2.4955956901160725e-07,2.4549899577952625e-07,2.2526418154396028e-05,2.193264496392304e-05,3.361147760378244e-05,3.2020855895724894e-05,2.728829616602178e-05,1.727326681601774e-05,1.5552616586220137e-05,2.1904262007355315e-05,1.3863866326625007e-05,1.172773037004825e-05,1.8255890279915348e-05,1.4876708980459572e-05,9.561907250122846e-06,8.970298865645753e-06,7.790360309896187e-06,1.2992950542698428e-05,9.811380379489266e-06,9.07641876338459e-06,6.550297068811809e-06,5.821263371312977e-06,6.025907486563058e-06,5.612546601851245e-06,5.2399340222483505e-06,1.1080574942602828e-05,9.640875118227608e-06,1.6413513540738512e-05,1.3280658376167249e-05,7.4417781490640305e-06,6.7932012797915545e-06,9.824247257158764e-06,5.296032259889827e-06,7.373668445511645e-06,5.1374312502956075e-06,5.811079577363724e-06,6.212516016785019e-06,4.77774710860437e-06,7.444478257768409e-06,5.712077139339913e-06,4.566653371165337e-06,3.058336360417065e-06,6.80616588886407e-06,4.155682247552458e-06,7.388418828475084e-06,2.6365332517091704e-06,1.5402983908745856e-06,4.321132447580071e-06,2.441198011777723e-05,3.225060524782686e-05,1.675461612336712e-05,3.551953135321345e-05,3.219986245326389e-05,1.9033348709677177e-05,1.690378302249526e-05,1.308248041031024e-05
b3832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3833,3.7851557872533162e-06,5.83246222587246e-06,3.630006429731815e-06,1.8772753838973882e-06,4.131074775198943e-06,4.159397047683279e-06,4.069852669745969e-06,3.716974248770049e-06,3.920994088611416e-06,3.885797823512987e-06,4.260759328320293e-06,4.4015403921369814e-06,4.623268001618377e-06,4.29798974198076e-06,4.154775664807968e-06,4.442705234194097e-06,4.289602563481252e-06,4.368037124160631e-06,4.071161445910334e-06,4.4416335734954115e-06,3.9281398374250895e-06,4.247222085855494e-06,4.0282200962904974e-06,4.233082908711604e-06,5.1054296037010385e-06,4.40276883687894e-06,4.036590556792103e-06,5.603375370460326e-07,6.206264217357809e-07,1.4235347295757775e-06,1.5007265650832004e-06,1.36773033026743e-06,1.2504361268984823e-06,1.6042441356411361e-06,1.6354194958994845e-06,1.5826231541934922e-06,1.636217896431213e-06,1.59074481463581e-06,1.487718599670862e-06,1.2952661032789657e-06,1.49996591102723e-06,1.0069463288818093e-06,1.3630054076155714e-06,1.646311298821468e-06,1.1106839760049108e-06,1.4210459611683332e-06,1.7104867970583564e-06,1.5283667321661932e-06,1.2599882768294323e-06,1.9555443877056347e-06,1.7443807314443601e-06,2.039740466402322e-06,1.7411076047111282e-06,3.3620378021165067e-06,3.720160696085782e-06,3.4038028719485285e-06,3.318209638473505e-06,3.356150436851029e-06
b3834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.764620547183011e-07,1.5983654794958736e-07,,8.497408655189758e-08,1.3334630729500917e-07,8.10141716018735e-08,5.980872109993057e-08,,5.8923587898759624e-08,6.013544875868409e-08,6.509114342659467e-08,1.335614272408453e-07,,,7.225435040513519e-08,,5.054035843804975e-08,,,,8.097081549427474e-08,,1.2401552597353495e-07,,4.0899576818635267e-07,,,3.4891445086173343e-07,3.808169258900489e-07
b3835,1.2860537632357288e-07,1.922525261462639e-07,1.5408251337977918e-07,6.4972417012764e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.337877840699839e-07,5.314730934527875e-07,5.631742910361293e-07,4.940354886876981e-07,4.7607147672380443e-07
b3836,7.62869261175292e-06,1.0983166770200178e-05,6.145165115088125e-06,2.2314723188841685e-06,2.5665422140553773e-06,2.672193659179526e-06,2.7002749413255777e-06,2.821590289070709e-06,2.892505940071148e-06,2.7018155679950638e-06,2.6740065376198274e-06,2.763825968942423e-06,2.805658737255021e-06,2.6035725535331003e-06,2.6665832270595844e-06,2.9845863816177778e-06,2.7503227145200975e-06,2.4624091180510775e-06,2.542332065889111e-06,,2.532344336304599e-06,2.2899465670643736e-06,2.5154284634628032e-06,2.3009201034920093e-06,2.570808320710667e-06,2.2810109989042536e-06,2.284696148978878e-06,4.151127155375034e-06,3.846128927038478e-06,3.081928456786538e-06,2.9499241688931115e-06,3.1568226963585488e-06,2.1294497338712274e-06,2.802117496440784e-06,3.6105953189144046e-06,3.2773950894889083e-06,2.8110579596942622e-06,3.938046987325055e-06,3.42976003820448e-06,3.1761618937562098e-06,2.9678321849192646e-06,4.299563973081641e-06,3.234001900815944e-06,4.388751922756641e-06,4.064344611775333e-06,3.323644809479161e-06,4.4891962219623335e-06,4.404067907865243e-06,4.1585967020816425e-06,4.3140378117911836e-06,3.8982278301130846e-06,4.957630027958397e-06,5.08377891578615e-06,1.7988668450902956e-06,1.7908660666525946e-06,2.0081450685015946e-06,1.6807169848907928e-06,1.4802446496970887e-06
b3838,3.580275007271791e-06,5.447447413337876e-06,2.6951421889425782e-06,1.2065019499327857e-06,,3.170989212653738e-07,5.604501830982848e-07,,,,5.146626667546765e-07,,,,4.7303239007914907e-07,,,,,,,,,4.786747967716998e-07,,,,1.4588211816477115e-06,1.542194073307869e-06,9.217712463560665e-07,8.960233181408836e-07,1.346965055401375e-06,9.650159587326595e-07,1.0389480448725768e-06,1.3636546896961315e-06,1.2541605520613799e-06,1.21094127941093e-06,1.2548726812676522e-06,1.115336266105597e-06,1.291682754826784e-06,9.410842917450537e-07,1.7009928017737474e-06,1.2354395143988812e-06,1.1472991544344575e-06,1.361559480797942e-06,1.116086832335446e-06,1.325155312637423e-06,1.1528165660862868e-06,1.1138062680647088e-06,1.4224744756717714e-06,1.3230185341388139e-06,1.2432518358118664e-06,1.452729192007269e-06,4.78285528618514e-07,9.521932728088522e-07,4.665611174488019e-07,4.5775522923120696e-07,3.4363091793117646e-07
b3839,1.3219070140202467e-06,2.9960302614573027e-06,1.2201579482776097e-06,7.04855574203309e-07,,,,,,,,,,,,,,,,,,,,,,,,2.0847940355156033e-07,2.2445580074633973e-07,4.6256734919853633e-07,4.396412268636069e-07,4.992773544548725e-07,3.370959643644794e-07,4.748260725330303e-07,4.6374323321917144e-07,4.107367388422857e-07,5.178213337256828e-07,5.010041440440169e-07,4.5007237766681695e-07,4.355102594888028e-07,5.671871197996737e-07,2.207198361637008e-07,5.310766706713789e-07,3.7778500719428457e-07,2.3655251937426187e-07,7.168639000922032e-07,5.426554739191731e-07,5.290745372335187e-07,6.881954448020328e-07,5.064650278255391e-07,7.363280903650008e-07,5.34440880115213e-07,8.015320271454379e-07,,,,,
b3842,8.632436852331925e-07,1.1906798936116962e-06,7.23045969811407e-07,3.879453285263444e-07,,,,,,,,,,,,,,,,,,,,,,,,7.280582579904392e-08,7.157929136873605e-08,6.552110511377412e-08,7.146316976586666e-08,8.89127174911655e-08,1.0350473827935826e-07,7.738698431224509e-08,7.944420753107943e-08,8.803907140380637e-08,9.215464413762153e-08,9.136229062398944e-08,6.850294860181004e-08,6.589167871910329e-08,6.560223043888576e-08,6.813854723210181e-08,6.289018374757516e-08,9.895550441703776e-08,9.193158386891417e-08,6.216821083348402e-08,1.1391087615703835e-07,,,7.257549647742557e-08,6.733039825948988e-08,9.177125463131916e-08,7.857206682226262e-08,,,,,
b3843,1.8573364684223625e-06,1.9013712597234328e-06,1.298176465846019e-06,5.101065514538475e-07,7.408922448182223e-07,7.039723163365489e-07,6.232821228021128e-07,5.847693943317184e-07,7.293187123398619e-07,6.810817898628212e-07,6.978853502717428e-07,6.548604698178358e-07,6.784627834303506e-07,6.272461601303863e-07,6.697228801771814e-07,5.813112808684377e-07,5.260546037548491e-07,,5.922902908062296e-07,,6.643690442117564e-07,5.621169917055543e-07,5.007745145812402e-07,4.972054723885178e-07,,5.20664657625511e-07,,3.479583829981088e-07,5.189813120241135e-07,1.2679154839619795e-06,1.0683913224001253e-06,6.146475822468661e-07,6.197157506871911e-07,1.049787673940426e-06,7.285035843374434e-07,6.583515798585271e-07,5.640644366357993e-07,6.109000925305561e-07,5.39427364602066e-07,7.629863752171551e-07,9.156814320541478e-07,4.625954467856482e-07,5.311127418980767e-07,4.3308315030718963e-07,3.8905624901296126e-07,5.340652205481906e-07,5.813743649698829e-07,1.819380371357188e-07,2.977086728479557e-07,7.486942871583223e-07,4.3416211047289796e-07,8.3551252682747e-07,4.867821143403926e-07,1.050215388510995e-06,1.0795012567546535e-06,1.064707364549094e-06,8.101417160187349e-07,5.861199197631195e-07
b3844,3.193662900031998e-06,4.085614631191933e-06,3.84177466574119e-06,1.622113472664195e-06,1.2460545277233006e-06,1.1973856452940823e-06,1.231288886178849e-06,1.3080650574736316e-06,1.3656516327232812e-06,1.2708649396347654e-06,1.25907404052842e-06,,1.2523804398303828e-06,1.2618829624943667e-06,1.3432128448491185e-06,1.587140834012467e-06,1.1155114554680972e-06,9.858339985249716e-07,1.0548307562194224e-06,1.2502010401167255e-06,1.2653888341524686e-06,1.1402178948715815e-06,,1.1552865044397964e-06,,1.0346668629793013e-06,,1.185398352491388e-06,8.685750742626326e-07,1.3647405285440153e-06,1.4793166445541571e-06,1.6296186981504988e-06,1.3766939676531165e-06,1.3680995666059652e-06,1.5245357514635288e-06,1.4806571099731073e-06,1.7000142648913528e-06,1.56558513401411e-06,1.371221654246749e-06,1.4227799391571262e-06,1.4946720897514372e-06,1.8303261850986286e-06,1.3840529683937245e-06,1.1392374257845469e-06,1.5741544885904484e-06,1.4102170986304801e-06,1.2374679156787072e-06,7.665148298207075e-07,7.930416619012746e-07,1.561187743558929e-06,1.0280495314458262e-06,1.5271867490097625e-06,9.711982954113132e-07,1.091779180898043e-06,1.2843513763765336e-06,1.2867163863549733e-06,1.1296696599143228e-06,1.1246880431512262e-06
b3845,6.220099462078238e-06,6.346644055799154e-06,5.187341158061978e-06,6.849622686992207e-07,1.0411128135042677e-05,1.4199348614817531e-05,5.811941972126036e-06,8.824688188335666e-06,4.3556664192587964e-06,7.333243606907279e-06,2.17430004772967e-05,1.2163383799587862e-05,2.1810017857361584e-06,4.714799218806831e-06,9.49395421239751e-06,1.2902748055729988e-05,,6.943460319267831e-06,,1.0602056395974404e-05,1.251111148879314e-06,6.687919219746704e-06,,,,,,8.794880857322949e-07,6.722352166110427e-07,3.4021714652892685e-06,3.5388542314456696e-06,2.932138779277161e-06,1.8245581607025237e-06,2.5531414902885465e-06,2.1011151203348998e-06,2.254584734514309e-06,1.87706820340592e-06,1.61805555192135e-06,9.684189795661556e-07,2.389826572507553e-06,1.0818288545686001e-06,4.771501867582015e-07,6.435647911283982e-07,7.523276048436599e-07,4.152978817706114e-07,5.998373856328912e-07,4.342493332538623e-07,,8.297008801630621e-08,6.087985799730168e-07,3.674027120573048e-07,6.1747369089424e-07,1.2128581818965303e-07,7.642504585647544e-06,7.069417380446466e-06,3.958775107101983e-06,1.4958939710437857e-06,5.816918159737004e-07
b3846,5.032585382575063e-06,5.053790342191614e-06,4.509086428967234e-06,4.757255339148848e-07,7.977312142490783e-06,8.463152578108973e-06,8.851952390502714e-06,6.112150684714542e-06,7.249397070302335e-06,7.1282885387186775e-06,7.435259020931064e-06,7.926812394426668e-06,6.695890253662227e-06,6.115676357777464e-06,7.896789771240382e-06,3.323942261955293e-06,5.698962212135092e-06,4.798582654573997e-06,,4.668641556855349e-06,5.279417793363622e-06,4.498000219710131e-06,7.283326488926524e-07,,,1.6725193724140257e-07,,1.0471459074751475e-06,7.268946227616853e-07,5.2967748677262836e-06,5.277073666397357e-06,2.6797222911575536e-06,1.3374229879001154e-06,3.541036349899592e-06,2.0727953838271147e-06,1.8312879661333165e-06,1.7923249380560857e-06,1.3340008371160514e-06,5.31155166579477e-07,2.3552129512886083e-06,1.6138859519091271e-06,3.7423897698944204e-07,5.221310064503301e-07,3.072847471986905e-07,2.5984025106233356e-07,5.617578690162643e-07,2.500939796563735e-07,,1.414912208522035e-07,4.879926983455862e-07,4.080388676146223e-07,6.412492958453756e-07,1.4875372639132533e-07,9.562691410695677e-06,9.347475502657657e-06,5.298930655097447e-06,1.955360058557268e-06,7.512680633639574e-07
b3847,7.73563521018885e-06,9.110283546216447e-06,5.86142613075292e-06,2.5129240310008976e-06,5.7289612983234155e-06,5.467026402395796e-06,5.305396582475651e-06,5.38523903974221e-06,5.242762535840722e-06,5.7832756930837e-06,5.701693250644104e-06,5.2932204711493605e-06,4.6436130212148165e-06,4.8420240490963905e-06,5.396993266801545e-06,5.534759024496116e-06,4.455771786374918e-06,3.855495013625365e-06,3.9278513088348925e-06,5.693788439183282e-06,5.389932188129774e-06,4.723614777802327e-06,4.665433241402894e-06,4.398517925231109e-06,4.492299918229976e-06,3.894357913228891e-06,3.32195135245958e-06,1.777311288717653e-06,1.7096317478452815e-06,2.404259080209637e-06,2.788539332905266e-06,3.3499488601895513e-06,2.369691866833737e-06,2.582179955006091e-06,2.5744391599348145e-06,2.6669459566723266e-06,2.8658046445819456e-06,2.834631742227423e-06,2.599338094775526e-06,3.1748848493610167e-06,2.493576881720783e-06,2.06742235818312e-06,2.350779879507512e-06,2.1947391821196904e-06,2.129058543585496e-06,2.433859104465383e-06,3.0236194972107787e-06,1.8469386081981567e-06,1.260116207408865e-06,2.584076565743296e-06,1.5993586669246708e-06,2.2017242376776947e-06,1.491680532419304e-06,6.952777101084266e-06,7.398807919145759e-06,6.764431731950219e-06,6.097549237391444e-06,4.784314547661199e-06
b3848,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.635963068685903e-08,7.70829715047329e-08,1.3061846823813015e-07,8.571225811796398e-08,8.162665613465515e-08,9.390030367681371e-08,1.1952944935359234e-07,4.229241673785256e-07,1.5351367333665522e-07,9.279826387445571e-08,1.0497924754061935e-07,9.15469288075942e-08,,7.546033578285293e-08,1.3680012725132136e-07,,1.9091236528085623e-07,1.3560466770576242e-07,,1.3878350001996713e-07,,,,,1.0689052191400963e-07,,,,,,
b3850,7.67703457480559e-07,1.2501630070710719e-06,7.031485318475641e-07,3.952211315799978e-07,4.1288718373893554e-07,,7.274685000060179e-07,,5.787115133790196e-07,1.014661568393723e-06,6.446148724899306e-07,,7.957509724846682e-07,5.674788733327776e-07,,7.388600515035257e-07,6.900013356685706e-07,6.340631961809898e-07,6.078050393574954e-07,,,6.149223881390494e-07,,5.339985841939218e-07,,7.060944039079695e-07,,1.5636741506386452e-07,1.6935610018481707e-07,1.704237313690931e-07,2.742163267759305e-07,1.6307116073539757e-07,1.6874488403058336e-07,2.843672902267625e-07,2.888532612816116e-07,2.0973664467868997e-07,1.4998290231075335e-07,3.3514231057149793e-07,2.8916478387258207e-07,2.0209704063021475e-07,2.670293240704575e-07,2.1002471744780984e-07,2.3047710298544962e-07,1.8696123233815268e-07,2.471659546126307e-07,1.7038883707520104e-07,2.389663088310712e-07,9.552292076038708e-08,1.0930957287054903e-07,2.2597728809046333e-07,1.0475467969488832e-07,2.9274373377920033e-07,1.501963686288081e-07,2.9809189600589973e-07,3.1001758462058546e-07,2.918522952117182e-07,2.763539319487511e-07,3.124329139602687e-07
